land_id,farmer_id,date,ndvi,cloud_cover
LAND000087,FRM000087,2024-12-30,0.351,7.8
LAND000087,FRM000087,2025-01-29,0.567,11.7
LAND000087,FRM000087,2025-02-28,0.588,35.0
LAND000087,FRM000087,2025-03-30,0.541,29.9
LAND000087,FRM000087,2025-04-29,0.605,38.5
LAND000087,FRM000087,2025-05-29,0.412,37.7
LAND000087,FRM000087,2025-06-28,0.435,24.1
LAND000087,FRM000087,2025-07-28,0.427,20.0
LAND000087,FRM000087,2025-08-27,0.366,34.2
LAND000087,FRM000087,2025-09-26,0.349,27.0
LAND000087,FRM000087,2025-10-26,0.487,21.7
LAND000088,FRM000088,2024-11-30,0.692,32.9
LAND000088,FRM000088,2024-12-30,0.639,1.1
LAND000088,FRM000088,2025-01-29,0.668,11.7
LAND000088,FRM000088,2025-02-28,0.807,15.7
LAND000088,FRM000088,2025-03-30,0.772,11.0
LAND000088,FRM000088,2025-04-29,0.652,29.3
LAND000088,FRM000088,2025-05-29,0.691,11.9
LAND000088,FRM000088,2025-06-28,0.601,16.5
LAND000088,FRM000088,2025-07-28,0.627,29.4
LAND000088,FRM000088,2025-08-27,0.479,14.8
LAND000088,FRM000088,2025-09-26,0.541,28.2
LAND000088,FRM000088,2025-10-26,0.58,19.6
LAND000089,FRM000089,2024-11-30,0.529,33.0
LAND000089,FRM000089,2024-12-30,0.626,24.3
LAND000089,FRM000089,2025-01-29,0.732,1.9
LAND000089,FRM000089,2025-02-28,0.717,34.0
LAND000089,FRM000089,2025-03-30,0.693,9.3
LAND000089,FRM000089,2025-04-29,0.748,29.4
LAND000089,FRM000089,2025-05-29,0.603,31.5
LAND000089,FRM000089,2025-06-28,0.58,12.5
LAND000089,FRM000089,2025-07-28,0.601,35.2
LAND000089,FRM000089,2025-08-27,0.602,32.2
LAND000089,FRM000089,2025-09-26,0.518,35.5
LAND000089,FRM000089,2025-10-26,0.682,33.6
LAND000090,FRM000090,2024-11-30,0.363,25.5
LAND000090,FRM000090,2024-12-30,0.437,2.0
LAND000090,FRM000090,2025-01-29,0.501,3.7
LAND000090,FRM000090,2025-02-28,0.432,29.2
LAND000090,FRM000090,2025-03-30,0.533,14.9
LAND000090,FRM000090,2025-04-29,0.372,5.8
LAND000090,FRM000090,2025-05-29,0.328,23.1
LAND000090,FRM000090,2025-06-28,0.311,1.6
LAND000090,FRM000090,2025-07-28,0.333,33.5
LAND000090,FRM000090,2025-08-27,0.27,35.3
LAND000090,FRM000090,2025-09-26,0.285,35.8
LAND000090,FRM000090,2025-10-26,0.258,39.0
LAND000091,FRM000091,2024-11-30,0.47,8.5
LAND000091,FRM000091,2024-12-30,0.512,30.2
LAND000091,FRM000091,2025-01-29,0.533,19.3
LAND000091,FRM000091,2025-02-28,0.612,27.4
LAND000091,FRM000091,2025-03-30,0.597,32.5
LAND000091,FRM000091,2025-04-29,0.606,32.3
LAND000091,FRM000091,2025-05-29,0.51,28.9
LAND000091,FRM000091,2025-06-28,0.467,6.3
LAND000091,FRM000091,2025-07-28,0.464,33.7
LAND000091,FRM000091,2025-08-27,0.469,12.0
LAND000091,FRM000091,2025-09-26,0.51,1.3
LAND000091,FRM000091,2025-10-26,0.435,29.1
LAND000092,FRM000092,2024-11-30,0.404,30.6
LAND000092,FRM000092,2024-12-30,0.527,7.0
LAND000092,FRM000092,2025-01-29,0.504,37.4
LAND000092,FRM000092,2025-02-28,0.533,20.9
LAND000092,FRM000092,2025-03-30,0.451,37.2
LAND000092,FRM000092,2025-04-29,0.419,6.9
LAND000092,FRM000092,2025-05-29,0.487,29.6
LAND000092,FRM000092,2025-06-28,0.468,20.0
LAND000092,FRM000092,2025-07-28,0.287,24.8
LAND000092,FRM000092,2025-08-27,0.285,28.8
LAND000092,FRM000092,2025-09-26,0.404,5.7
LAND000092,FRM000092,2025-10-26,0.383,35.3
LAND000093,FRM000093,2024-11-30,0.263,18.5
LAND000093,FRM000093,2024-12-30,0.379,33.8
LAND000093,FRM000093,2025-01-29,0.394,28.5
LAND000093,FRM000093,2025-02-28,0.449,4.0
LAND000093,FRM000093,2025-03-30,0.418,27.8
LAND000093,FRM000093,2025-04-29,0.358,31.8
LAND000093,FRM000093,2025-05-29,0.318,3.7
LAND000093,FRM000093,2025-06-28,0.289,13.1
LAND000093,FRM000093,2025-07-28,0.172,23.3
LAND000093,FRM000093,2025-08-27,0.223,2.2
LAND000093,FRM000093,2025-09-26,0.286,5.7
LAND000093,FRM000093,2025-10-26,0.264,25.6
LAND000094,FRM000094,2024-11-30,0.307,7.1
LAND000094,FRM000094,2024-12-30,0.339,4.4
LAND000094,FRM000094,2025-01-29,0.45,2.2
LAND000094,FRM000094,2025-02-28,0.438,16.9
LAND000094,FRM000094,2025-03-30,0.409,32.3
LAND000094,FRM000094,2025-04-29,0.487,7.2
LAND000094,FRM000094,2025-05-29,0.346,13.7
LAND000094,FRM000094,2025-06-28,0.33,35.0
LAND000094,FRM000094,2025-07-28,0.313,29.1
LAND000094,FRM000094,2025-08-27,0.409,23.2
LAND000094,FRM000094,2025-09-26,0.315,5.3
LAND000094,FRM000094,2025-10-26,0.287,32.2
LAND000095,FRM000095,2024-11-30,0.458,0.5
LAND000095,FRM000095,2024-12-30,0.529,36.9
LAND000095,FRM000095,2025-01-29,0.555,32.6
LAND000095,FRM000095,2025-02-28,0.518,35.6
LAND000095,FRM000095,2025-03-30,0.687,26.8
LAND000095,FRM000095,2025-04-29,0.55,38.5
LAND000095,FRM000095,2025-05-29,0.514,0.6
LAND000095,FRM000095,2025-06-28,0.502,3.2
LAND000095,FRM000095,2025-07-28,0.39,34.7
LAND000095,FRM000095,2025-08-27,0.342,39.3
LAND000095,FRM000095,2025-09-26,0.418,33.6
LAND000095,FRM000095,2025-10-26,0.382,25.9
LAND000096,FRM000096,2024-11-30,0.574,34.3
LAND000096,FRM000096,2024-12-30,0.548,11.9
LAND000096,FRM000096,2025-01-29,0.733,30.0
LAND000096,FRM000096,2025-02-28,0.788,17.5
LAND000096,FRM000096,2025-03-30,0.726,11.5
LAND000096,FRM000096,2025-04-29,0.719,25.5
LAND000096,FRM000096,2025-05-29,0.598,16.0
LAND000096,FRM000096,2025-06-28,0.556,34.1
LAND000096,FRM000096,2025-07-28,0.682,15.7
LAND000096,FRM000096,2025-08-27,0.576,10.5
LAND000096,FRM000096,2025-09-26,0.605,37.4
LAND000096,FRM000096,2025-10-26,0.671,8.1
LAND000097,FRM000097,2024-11-30,0.502,10.8
LAND000097,FRM000097,2024-12-30,0.628,32.0
LAND000097,FRM000097,2025-01-29,0.733,12.7
LAND000097,FRM000097,2025-02-28,0.62,15.2
LAND000097,FRM000097,2025-03-30,0.693,9.6
LAND000097,FRM000097,2025-04-29,0.595,16.6
LAND000097,FRM000097,2025-05-29,0.523,18.4
LAND000097,FRM000097,2025-06-28,0.61,14.5
LAND000097,FRM000097,2025-07-28,0.543,26.1
LAND000097,FRM000097,2025-08-27,0.501,2.8
LAND000097,FRM000097,2025-09-26,0.473,21.6
LAND000097,FRM000097,2025-10-26,0.492,28.6
LAND000098,FRM000098,2024-11-30,0.51,37.2
LAND000098,FRM000098,2024-12-30,0.505,7.4
LAND000098,FRM000098,2025-01-29,0.423,16.2
LAND000098,FRM000098,2025-02-28,0.472,5.0
LAND000098,FRM000098,2025-03-30,0.615,8.3
LAND000098,FRM000098,2025-04-29,0.485,36.2
LAND000098,FRM000098,2025-05-29,0.404,16.4
LAND000098,FRM000098,2025-06-28,0.414,9.5
LAND000098,FRM000098,2025-07-28,0.277,27.2
LAND000098,FRM000098,2025-08-27,0.308,33.7
LAND000098,FRM000098,2025-09-26,0.318,1.3
LAND000098,FRM000098,2025-10-26,0.305,36.5
LAND000099,FRM000099,2024-11-30,0.761,10.0
LAND000099,FRM000099,2024-12-30,0.764,33.5
LAND000099,FRM000099,2025-01-29,0.798,22.8
LAND000099,FRM000099,2025-02-28,0.88,16.3
LAND000099,FRM000099,2025-03-30,0.9,16.4
LAND000099,FRM000099,2025-04-29,0.868,11.6
LAND000099,FRM000099,2025-05-29,0.814,16.1
LAND000099,FRM000099,2025-06-28,0.76,15.0
LAND000099,FRM000099,2025-07-28,0.734,39.4
LAND000099,FRM000099,2025-08-27,0.681,11.9
LAND000099,FRM000099,2025-09-26,0.839,30.0
LAND000099,FRM000099,2025-10-26,0.843,13.2
LAND000100,FRM000100,2024-11-30,0.68,0.6
LAND000100,FRM000100,2024-12-30,0.693,17.4
LAND000100,FRM000100,2025-01-29,0.684,16.6
LAND000100,FRM000100,2025-02-28,0.654,29.9
LAND000100,FRM000100,2025-03-30,0.706,22.6
LAND000100,FRM000100,2025-04-29,0.619,19.8
LAND000100,FRM000100,2025-05-29,0.574,37.8
LAND000100,FRM000100,2025-06-28,0.629,19.3
LAND000100,FRM000100,2025-07-28,0.579,11.0
LAND000100,FRM000100,2025-08-27,0.513,3.0
LAND000100,FRM000100,2025-09-26,0.502,35.9
LAND000100,FRM000100,2025-10-26,0.636,39.3
LAND000101,FRM000101,2024-11-30,0.507,16.3
LAND000101,FRM000101,2024-12-30,0.531,13.0
LAND000101,FRM000101,2025-01-29,0.68,19.1
LAND000101,FRM000101,2025-02-28,0.685,1.8
LAND000101,FRM000101,2025-03-30,0.566,32.4
LAND000101,FRM000101,2025-04-29,0.523,3.5
LAND000101,FRM000101,2025-05-29,0.542,29.3
LAND000101,FRM000101,2025-06-28,0.504,17.3
LAND000101,FRM000101,2025-07-28,0.452,30.8
LAND000101,FRM000101,2025-08-27,0.459,17.9
LAND000101,FRM000101,2025-09-26,0.49,4.3
LAND000101,FRM000101,2025-10-26,0.386,17.4
LAND000102,FRM000102,2024-11-30,0.707,25.3
LAND000102,FRM000102,2024-12-30,0.762,4.2
LAND000102,FRM000102,2025-01-29,0.821,3.8
LAND000102,FRM000102,2025-02-28,0.889,29.1
LAND000102,FRM000102,2025-03-30,0.865,4.5
LAND000102,FRM000102,2025-04-29,0.81,14.1
LAND000102,FRM000102,2025-05-29,0.795,25.9
LAND000102,FRM000102,2025-06-28,0.715,8.4
LAND000102,FRM000102,2025-07-28,0.744,13.8
LAND000102,FRM000102,2025-08-27,0.759,6.9
LAND000102,FRM000102,2025-09-26,0.733,31.4
LAND000102,FRM000102,2025-10-26,0.737,33.1
LAND000103,FRM000103,2024-11-30,0.746,10.4
LAND000103,FRM000103,2024-12-30,0.843,39.3
LAND000103,FRM000103,2025-01-29,0.837,9.4
LAND000103,FRM000103,2025-02-28,0.823,3.4
LAND000103,FRM000103,2025-03-30,0.747,0.7
LAND000103,FRM000103,2025-04-29,0.673,10.8
LAND000103,FRM000103,2025-05-29,0.733,30.2
LAND000103,FRM000103,2025-06-28,0.719,17.9
LAND000103,FRM000103,2025-07-28,0.61,12.9
LAND000103,FRM000103,2025-08-27,0.506,33.6
LAND000103,FRM000103,2025-09-26,0.665,5.5
LAND000103,FRM000103,2025-10-26,0.585,27.5
LAND000104,FRM000104,2024-11-30,0.74,22.4
LAND000104,FRM000104,2024-12-30,0.819,38.4
LAND000104,FRM000104,2025-01-29,0.75,11.7
LAND000104,FRM000104,2025-02-28,0.87,28.2
LAND000104,FRM000104,2025-03-30,0.776,13.8
LAND000104,FRM000104,2025-04-29,0.839,39.6
LAND000104,FRM000104,2025-05-29,0.726,2.5
LAND000104,FRM000104,2025-06-28,0.644,32.8
LAND000104,FRM000104,2025-07-28,0.666,2.3
LAND000104,FRM000104,2025-08-27,0.608,26.9
LAND000104,FRM000104,2025-09-26,0.638,20.9
LAND000104,FRM000104,2025-10-26,0.747,16.1
LAND000105,FRM000105,2024-11-30,0.389,10.9
LAND000105,FRM000105,2024-12-30,0.358,28.9
LAND000105,FRM000105,2025-01-29,0.39,13.5
LAND000105,FRM000105,2025-02-28,0.394,23.6
LAND000105,FRM000105,2025-03-30,0.499,8.5
LAND000105,FRM000105,2025-04-29,0.362,0.4
LAND000105,FRM000105,2025-05-29,0.355,2.4
LAND000105,FRM000105,2025-06-28,0.298,24.4
LAND000105,FRM000105,2025-07-28,0.294,35.0
LAND000105,FRM000105,2025-08-27,0.19,34.0
LAND000105,FRM000105,2025-09-26,0.19,32.5
LAND000105,FRM000105,2025-10-26,0.304,21.3
LAND000106,FRM000106,2024-11-30,0.824,37.7
LAND000106,FRM000106,2024-12-30,0.856,35.5
LAND000106,FRM000106,2025-01-29,0.9,32.2
LAND000106,FRM000106,2025-02-28,0.9,10.9
LAND000106,FRM000106,2025-03-30,0.9,17.6
LAND000106,FRM000106,2025-04-29,0.9,4.5
LAND000106,FRM000106,2025-05-29,0.9,26.1
LAND000106,FRM000106,2025-06-28,0.867,31.0
LAND000106,FRM000106,2025-07-28,0.774,25.7
LAND000106,FRM000106,2025-08-27,0.802,13.1
LAND000106,FRM000106,2025-09-26,0.752,37.5
LAND000106,FRM000106,2025-10-26,0.835,6.1
LAND000107,FRM000107,2024-11-30,0.57,9.6
LAND000107,FRM000107,2024-12-30,0.663,5.2
LAND000107,FRM000107,2025-01-29,0.643,13.2
LAND000107,FRM000107,2025-02-28,0.672,11.3
LAND000107,FRM000107,2025-03-30,0.723,21.3
LAND000107,FRM000107,2025-04-29,0.611,37.2
LAND000107,FRM000107,2025-05-29,0.523,31.1
LAND000107,FRM000107,2025-06-28,0.492,29.6
LAND000107,FRM000107,2025-07-28,0.415,21.2
LAND000107,FRM000107,2025-08-27,0.445,16.6
LAND000107,FRM000107,2025-09-26,0.378,9.6
LAND000107,FRM000107,2025-10-26,0.453,14.9
LAND000108,FRM000108,2024-11-30,0.607,5.4
LAND000108,FRM000108,2024-12-30,0.562,12.8
LAND000108,FRM000108,2025-01-29,0.663,29.9
LAND000108,FRM000108,2025-02-28,0.722,4.5
LAND000108,FRM000108,2025-03-30,0.703,30.5
LAND000108,FRM000108,2025-04-29,0.596,15.4
LAND000108,FRM000108,2025-05-29,0.57,7.9
LAND000108,FRM000108,2025-06-28,0.547,25.1
LAND000108,FRM000108,2025-07-28,0.444,31.5
LAND000108,FRM000108,2025-08-27,0.485,0.7
LAND000108,FRM000108,2025-09-26,0.373,29.6
LAND000108,FRM000108,2025-10-26,0.5,12.5
LAND000109,FRM000109,2024-11-30,0.533,31.8
LAND000109,FRM000109,2024-12-30,0.634,39.6
LAND000109,FRM000109,2025-01-29,0.618,4.3
LAND000109,FRM000109,2025-02-28,0.637,10.5
LAND000109,FRM000109,2025-03-30,0.772,22.4
LAND000109,FRM000109,2025-04-29,0.651,19.0
LAND000109,FRM000109,2025-05-29,0.549,12.4
LAND000109,FRM000109,2025-06-28,0.544,24.6
LAND000109,FRM000109,2025-07-28,0.459,35.0
LAND000109,FRM000109,2025-08-27,0.578,16.6
LAND000109,FRM000109,2025-09-26,0.495,22.0
LAND000109,FRM000109,2025-10-26,0.558,28.3
LAND000110,FRM000110,2024-11-30,0.775,31.3
LAND000110,FRM000110,2024-12-30,0.795,14.6
LAND000110,FRM000110,2025-01-29,0.892,7.9
LAND000110,FRM000110,2025-02-28,0.797,35.8
LAND000110,FRM000110,2025-03-30,0.844,20.0
LAND000110,FRM000110,2025-04-29,0.749,34.8
LAND000110,FRM000110,2025-05-29,0.736,22.9
LAND000110,FRM000110,2025-06-28,0.615,19.2
LAND000110,FRM000110,2025-07-28,0.695,37.5
LAND000110,FRM000110,2025-08-27,0.576,3.7
LAND000110,FRM000110,2025-09-26,0.657,8.0
LAND000110,FRM000110,2025-10-26,0.665,9.6
LAND000111,FRM000111,2024-11-30,0.348,39.3
LAND000111,FRM000111,2024-12-30,0.387,7.9
LAND000111,FRM000111,2025-01-29,0.399,0.1
LAND000111,FRM000111,2025-02-28,0.477,9.0
LAND000111,FRM000111,2025-03-30,0.363,13.4
LAND000111,FRM000111,2025-04-29,0.413,13.2
LAND000111,FRM000111,2025-05-29,0.331,9.2
LAND000111,FRM000111,2025-06-28,0.343,14.0
LAND000111,FRM000111,2025-07-28,0.32,27.6
LAND000111,FRM000111,2025-08-27,0.366,22.7
LAND000111,FRM000111,2025-09-26,0.384,17.4
LAND000111,FRM000111,2025-10-26,0.334,37.9
LAND000112,FRM000112,2024-11-30,0.455,32.4
LAND000112,FRM000112,2024-12-30,0.443,39.2
LAND000112,FRM000112,2025-01-29,0.441,4.2
LAND000112,FRM000112,2025-02-28,0.558,27.5
LAND000112,FRM000112,2025-03-30,0.447,13.7
LAND000112,FRM000112,2025-04-29,0.397,6.7
LAND000112,FRM000112,2025-05-29,0.395,30.5
LAND000112,FRM000112,2025-06-28,0.325,16.9
LAND000112,FRM000112,2025-07-28,0.181,4.4
LAND000112,FRM000112,2025-08-27,0.279,17.7
LAND000112,FRM000112,2025-09-26,0.291,4.1
LAND000112,FRM000112,2025-10-26,0.294,2.0
LAND000113,FRM000113,2024-11-30,0.591,18.1
LAND000113,FRM000113,2024-12-30,0.623,27.4
LAND000113,FRM000113,2025-01-29,0.687,1.6
LAND000113,FRM000113,2025-02-28,0.572,15.6
LAND000113,FRM000113,2025-03-30,0.648,28.6
LAND000113,FRM000113,2025-04-29,0.611,8.2
LAND000113,FRM000113,2025-05-29,0.513,8.4
LAND000113,FRM000113,2025-06-28,0.442,19.9
LAND000113,FRM000113,2025-07-28,0.494,1.4
LAND000113,FRM000113,2025-08-27,0.431,12.8
LAND000113,FRM000113,2025-09-26,0.531,19.2
LAND000113,FRM000113,2025-10-26,0.561,32.6
LAND000114,FRM000114,2024-11-30,0.453,35.4
LAND000114,FRM000114,2024-12-30,0.556,26.0
LAND000114,FRM000114,2025-01-29,0.607,7.2
LAND000114,FRM000114,2025-02-28,0.551,9.0
LAND000114,FRM000114,2025-03-30,0.614,5.1
LAND000114,FRM000114,2025-04-29,0.576,36.1
LAND000114,FRM000114,2025-05-29,0.531,17.9
LAND000114,FRM000114,2025-06-28,0.459,17.5
LAND000114,FRM000114,2025-07-28,0.398,20.8
LAND000114,FRM000114,2025-08-27,0.394,33.5
LAND000114,FRM000114,2025-09-26,0.352,0.8
LAND000114,FRM000114,2025-10-26,0.468,19.2
LAND000115,FRM000115,2024-11-30,0.37,5.0
LAND000115,FRM000115,2024-12-30,0.513,23.4
LAND000115,FRM000115,2025-01-29,0.59,24.7
LAND000115,FRM000115,2025-02-28,0.607,39.4
LAND000115,FRM000115,2025-03-30,0.616,37.8
LAND000115,FRM000115,2025-04-29,0.558,37.2
LAND000115,FRM000115,2025-05-29,0.462,6.9
LAND000115,FRM000115,2025-06-28,0.445,2.4
LAND000115,FRM000115,2025-07-28,0.454,28.5
LAND000115,FRM000115,2025-08-27,0.318,8.4
LAND000115,FRM000115,2025-09-26,0.502,22.3
LAND000115,FRM000115,2025-10-26,0.536,36.1
LAND000116,FRM000116,2024-11-30,0.637,22.7
LAND000116,FRM000116,2024-12-30,0.736,15.9
LAND000116,FRM000116,2025-01-29,0.75,13.4
LAND000116,FRM000116,2025-02-28,0.785,24.3
LAND000116,FRM000116,2025-03-30,0.747,5.0
LAND000116,FRM000116,2025-04-29,0.791,1.1
LAND000116,FRM000116,2025-05-29,0.762,33.4
LAND000116,FRM000116,2025-06-28,0.69,19.6
LAND000116,FRM000116,2025-07-28,0.697,13.9
LAND000116,FRM000116,2025-08-27,0.684,35.7
LAND000116,FRM000116,2025-09-26,0.789,40.0
LAND000116,FRM000116,2025-10-26,0.61,33.7
LAND000117,FRM000117,2024-11-30,0.718,26.0
LAND000117,FRM000117,2024-12-30,0.734,38.7
LAND000117,FRM000117,2025-01-29,0.711,2.5
LAND000117,FRM000117,2025-02-28,0.781,19.0
LAND000117,FRM000117,2025-03-30,0.751,21.5
LAND000117,FRM000117,2025-04-29,0.743,18.8
LAND000117,FRM000117,2025-05-29,0.555,20.0
LAND000117,FRM000117,2025-06-28,0.503,6.4
LAND000117,FRM000117,2025-07-28,0.444,23.5
LAND000117,FRM000117,2025-08-27,0.43,2.7
LAND000117,FRM000117,2025-09-26,0.507,26.8
LAND000117,FRM000117,2025-10-26,0.587,28.1
LAND000118,FRM000118,2024-11-30,0.832,38.2
LAND000118,FRM000118,2024-12-30,0.799,30.7
LAND000118,FRM000118,2025-01-29,0.83,11.0
LAND000118,FRM000118,2025-02-28,0.9,32.3
LAND000118,FRM000118,2025-03-30,0.842,34.0
LAND000118,FRM000118,2025-04-29,0.821,33.9
LAND000118,FRM000118,2025-05-29,0.871,34.0
LAND000118,FRM000118,2025-06-28,0.742,17.0
LAND000118,FRM000118,2025-07-28,0.617,39.9
LAND000118,FRM000118,2025-08-27,0.722,30.9
LAND000118,FRM000118,2025-09-26,0.698,6.6
LAND000118,FRM000118,2025-10-26,0.783,29.8
LAND000119,FRM000119,2024-11-30,0.784,25.2
LAND000119,FRM000119,2024-12-30,0.733,36.3
LAND000119,FRM000119,2025-01-29,0.9,10.7
LAND000119,FRM000119,2025-02-28,0.857,27.9
LAND000119,FRM000119,2025-03-30,0.717,7.7
LAND000119,FRM000119,2025-04-29,0.801,13.4
LAND000119,FRM000119,2025-05-29,0.789,2.9
LAND000119,FRM000119,2025-06-28,0.744,29.9
LAND000119,FRM000119,2025-07-28,0.64,10.4
LAND000119,FRM000119,2025-08-27,0.58,23.5
LAND000119,FRM000119,2025-09-26,0.561,11.1
LAND000119,FRM000119,2025-10-26,0.601,35.9
LAND000120,FRM000120,2024-11-30,0.592,36.7
LAND000120,FRM000120,2024-12-30,0.602,36.5
LAND000120,FRM000120,2025-01-29,0.546,33.7
LAND000120,FRM000120,2025-02-28,0.619,8.2
LAND000120,FRM000120,2025-03-30,0.605,30.4
LAND000120,FRM000120,2025-04-29,0.569,21.3
LAND000120,FRM000120,2025-05-29,0.474,4.0
LAND000120,FRM000120,2025-06-28,0.396,12.4
LAND000120,FRM000120,2025-07-28,0.362,3.8
LAND000120,FRM000120,2025-08-27,0.32,0.9
LAND000120,FRM000120,2025-09-26,0.33,27.1
LAND000120,FRM000120,2025-10-26,0.365,20.9
LAND000121,FRM000121,2024-11-30,0.659,15.7
LAND000121,FRM000121,2024-12-30,0.749,19.6
LAND000121,FRM000121,2025-01-29,0.747,12.7
LAND000121,FRM000121,2025-02-28,0.716,1.4
LAND000121,FRM000121,2025-03-30,0.761,0.7
LAND000121,FRM000121,2025-04-29,0.671,37.4
LAND000121,FRM000121,2025-05-29,0.62,13.3
LAND000121,FRM000121,2025-06-28,0.618,17.1
LAND000121,FRM000121,2025-07-28,0.547,24.3
LAND000121,FRM000121,2025-08-27,0.572,37.1
LAND000121,FRM000121,2025-09-26,0.587,31.5
LAND000121,FRM000121,2025-10-26,0.608,4.7
LAND000122,FRM000122,2024-11-30,0.519,36.9
LAND000122,FRM000122,2024-12-30,0.56,35.4
LAND000122,FRM000122,2025-01-29,0.668,1.9
LAND000122,FRM000122,2025-02-28,0.628,5.9
LAND000122,FRM000122,2025-03-30,0.608,10.5
LAND000122,FRM000122,2025-04-29,0.477,14.3
LAND000122,FRM000122,2025-05-29,0.565,31.8
LAND000122,FRM000122,2025-06-28,0.465,26.5
LAND000122,FRM000122,2025-07-28,0.5,27.9
LAND000122,FRM000122,2025-08-27,0.449,21.2
LAND000122,FRM000122,2025-09-26,0.602,38.7
LAND000122,FRM000122,2025-10-26,0.499,3.8
LAND000123,FRM000123,2024-11-30,0.344,23.1
LAND000123,FRM000123,2024-12-30,0.376,6.1
LAND000123,FRM000123,2025-01-29,0.464,38.2
LAND000123,FRM000123,2025-02-28,0.458,29.4
LAND000123,FRM000123,2025-03-30,0.533,5.1
LAND000123,FRM000123,2025-04-29,0.465,34.4
LAND000123,FRM000123,2025-05-29,0.298,32.6
LAND000123,FRM000123,2025-06-28,0.377,32.1
LAND000123,FRM000123,2025-07-28,0.257,6.7
LAND000123,FRM000123,2025-08-27,0.257,39.7
LAND000123,FRM000123,2025-09-26,0.176,11.5
LAND000123,FRM000123,2025-10-26,0.349,10.3
LAND000124,FRM000124,2024-11-30,0.534,38.6
LAND000124,FRM000124,2024-12-30,0.729,27.4
LAND000124,FRM000124,2025-01-29,0.653,3.2
LAND000124,FRM000124,2025-02-28,0.758,19.5
LAND000124,FRM000124,2025-03-30,0.658,38.1
LAND000124,FRM000124,2025-04-29,0.652,17.8
LAND000124,FRM000124,2025-05-29,0.62,11.2
LAND000124,FRM000124,2025-06-28,0.58,40.0
LAND000124,FRM000124,2025-07-28,0.535,26.4
LAND000124,FRM000124,2025-08-27,0.517,11.8
LAND000124,FRM000124,2025-09-26,0.575,12.5
LAND000124,FRM000124,2025-10-26,0.627,4.2
LAND000125,FRM000125,2024-11-30,0.509,31.9
LAND000125,FRM000125,2024-12-30,0.513,21.5
LAND000125,FRM000125,2025-01-29,0.531,29.5
LAND000125,FRM000125,2025-02-28,0.562,24.1
LAND000125,FRM000125,2025-03-30,0.506,0.1
LAND000125,FRM000125,2025-04-29,0.444,19.9
LAND000125,FRM000125,2025-05-29,0.512,35.2
LAND000125,FRM000125,2025-06-28,0.452,19.5
LAND000125,FRM000125,2025-07-28,0.352,19.5
LAND000125,FRM000125,2025-08-27,0.381,6.2
LAND000125,FRM000125,2025-09-26,0.309,16.9
LAND000125,FRM000125,2025-10-26,0.36,22.9
LAND000126,FRM000126,2024-11-30,0.582,39.2
LAND000126,FRM000126,2024-12-30,0.675,30.4
LAND000126,FRM000126,2025-01-29,0.772,4.1
LAND000126,FRM000126,2025-02-28,0.673,33.8
LAND000126,FRM000126,2025-03-30,0.653,25.5
LAND000126,FRM000126,2025-04-29,0.597,33.4
LAND000126,FRM000126,2025-05-29,0.507,10.4
LAND000126,FRM000126,2025-06-28,0.532,17.2
LAND000126,FRM000126,2025-07-28,0.35,35.8
LAND000126,FRM000126,2025-08-27,0.397,21.7
LAND000126,FRM000126,2025-09-26,0.443,20.2
LAND000126,FRM000126,2025-10-26,0.442,35.5
LAND000127,FRM000127,2024-11-30,0.649,16.7
LAND000127,FRM000127,2024-12-30,0.688,21.9
LAND000127,FRM000127,2025-01-29,0.789,12.2
LAND000127,FRM000127,2025-02-28,0.9,37.1
LAND000127,FRM000127,2025-03-30,0.713,26.0
LAND000127,FRM000127,2025-04-29,0.841,30.7
LAND000127,FRM000127,2025-05-29,0.709,4.5
LAND000127,FRM000127,2025-06-28,0.687,17.6
LAND000127,FRM000127,2025-07-28,0.669,15.8
LAND000127,FRM000127,2025-08-27,0.604,38.1
LAND000127,FRM000127,2025-09-26,0.642,0.3
LAND000127,FRM000127,2025-10-26,0.654,36.0
LAND000128,FRM000128,2024-11-30,0.577,2.5
LAND000128,FRM000128,2024-12-30,0.646,8.8
LAND000128,FRM000128,2025-01-29,0.841,1.4
LAND000128,FRM000128,2025-02-28,0.759,6.8
LAND000128,FRM000128,2025-03-30,0.847,5.9
LAND000128,FRM000128,2025-04-29,0.693,16.0
LAND000128,FRM000128,2025-05-29,0.736,16.7
LAND000128,FRM000128,2025-06-28,0.572,25.9
LAND000128,FRM000128,2025-07-28,0.638,21.0
LAND000128,FRM000128,2025-08-27,0.513,1.0
LAND000128,FRM000128,2025-09-26,0.588,36.5
LAND000128,FRM000128,2025-10-26,0.658,16.6
LAND000129,FRM000129,2024-11-30,0.31,25.1
LAND000129,FRM000129,2024-12-30,0.441,31.4
LAND000129,FRM000129,2025-01-29,0.575,36.2
LAND000129,FRM000129,2025-02-28,0.568,34.5
LAND000129,FRM000129,2025-03-30,0.468,25.5
LAND000129,FRM000129,2025-04-29,0.524,20.2
LAND000129,FRM000129,2025-05-29,0.486,29.7
LAND000129,FRM000129,2025-06-28,0.428,33.9
LAND000129,FRM000129,2025-07-28,0.392,32.9
LAND000129,FRM000129,2025-08-27,0.349,27.3
LAND000129,FRM000129,2025-09-26,0.434,37.7
LAND000129,FRM000129,2025-10-26,0.47,33.3
LAND000130,FRM000130,2024-11-30,0.417,8.5
LAND000130,FRM000130,2024-12-30,0.453,26.3
